Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,07-Aug-2026,18-Aug-2026,CE,24700.00,168.35,188.25,135.35,151.75,152.45,151.75,51732.00,835893.67,5336.41,1223885.00,306150.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,23350.00,1246.20,1246.20,1246.20,1246.20,1246.20,1272.54,1.00,15.99,0.81,325.00,65.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,24300.00,425.00,446.65,363.75,398.20,401.55,398.20,4695.00,75375.07,1217.55,200460.00,72735.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,24600.00,210.80,243.00,180.00,201.50,201.75,201.50,82412.00,1328949.18,11181.30,1040520.00,277420.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,23950.00,715.00,715.00,674.60,704.15,704.15,704.15,8.00,128.14,3.60,1885.00,-65.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,26550.00,0.80,0.85,0.75,0.80,0.80,1.03,14.00,241.61,0.01,5135.00,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,25050.00,50.40,62.25,41.20,45.55,43.95,45.55,9310.00,151881.79,291.71,187785.00,60580.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,23100.00,-,-,-,1193.70,1193.70,1516.15,-,-,-,130.00,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,25650.00,5.15,6.05,3.85,4.35,4.40,4.35,5502.00,91749.92,17.82,162045.00,59345.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,26350.00,1.15,1.15,0.95,0.95,0.95,2.31,6.00,102.77,0.01,390.00,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,26300.00,1.05,1.05,0.90,1.05,0.95,1.05,895.00,15300.60,0.57,51090.00,1690.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,24850.00,100.00,123.00,84.90,94.30,96.00,94.30,12668.00,205464.17,844.30,250120.00,92430.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,22750.00,-,-,-,1507.45,-,1862.77,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,25300.00,16.50,22.70,13.90,15.15,15.05,15.15,35199.00,579242.42,394.87,1036815.00,399750.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,25950.00,2.35,2.45,1.60,1.90,1.60,1.90,923.00,15569.89,1.19,27495.00,1170.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,25350.00,72.75,72.75,30.85,33.05,33.75,33.05,1195.00,19716.37,25.76,22750.00,22750.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,25100.00,75.00,92.00,66.70,72.85,74.25,72.85,24588.00,402366.69,1213.47,1142375.00,182910.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,22900.00,-,-,-,1785.60,1785.60,1746.71,-,-,-,5720.00,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,21650.00,-,-,-,2669.30,-,2985.20,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,25850.00,-,-,-,6.60,6.60,43.39,-,-,-,1495.00,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,23700.00,1014.00,1030.70,949.25,958.60,958.60,1008.27,99.00,1587.67,62.58,182260.00,-650.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,26250.00,4.20,4.95,2.80,3.40,3.10,3.40,3532.00,60274.08,9.33,41860.00,17420.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,24550.00,300.00,338.75,271.00,296.50,296.00,296.50,7688.00,124154.46,1473.20,233285.00,20475.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,22950.00,1724.15,1735.25,1724.15,1735.25,1735.25,1698.18,16.00,256.63,17.95,260.00,-1040.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,21750.00,-,-,-,2581.20,-,2885.53,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,23400.00,1295.00,1306.85,1240.00,1270.05,1270.05,1270.05,10.00,160.33,8.23,19955.00,-195.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,26700.00,2.75,2.75,1.20,1.55,1.20,1.55,1631.00,28308.11,2.10,50050.00,36010.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,24850.00,160.00,178.60,135.90,148.05,151.00,148.05,3910.00,63547.83,391.56,165750.00,27820.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,23250.00,1458.60,1458.60,1451.50,1451.50,1451.50,1411.89,2.00,32.12,1.89,1365.00,-65.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,27100.00,1.85,2.10,0.80,1.20,0.85,1.20,134.00,2360.53,0.12,10985.00,2665.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,22100.00,-,-,-,2281.05,-,2536.89,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,21500.00,3160.00,3160.00,3125.00,3140.00,3140.00,3134.72,40.00,640.48,81.48,357045.00,2145.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,23300.00,1385.00,1398.20,1385.00,1398.20,1398.20,1365.22,3.00,48.15,2.71,28080.00,-65.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,27050.00,1.90,2.20,1.05,1.15,1.05,1.15,102.00,1793.51,0.10,7735.00,-975.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,25650.00,14.25,16.65,12.05,12.75,12.70,12.75,1021.00,17031.87,9.25,78065.00,10725.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,23050.00,-,-,-,1055.95,1055.95,1601.74,-,-,-,715.00,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,22550.00,-,-,-,1684.20,-,2061.96,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,27000.00,0.95,0.95,0.60,0.75,0.75,0.75,551.00,9670.30,0.25,27820.00,21710.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,27150.00,-,-,-,0.90,0.90,0.07,-,-,-,780.00,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,22300.00,-,-,-,1912.95,-,2311.33,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,24650.00,180.00,215.00,157.35,175.45,177.05,175.45,23468.00,378849.20,2833.17,482365.00,187200.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,25500.00,9.90,10.05,6.45,6.95,6.90,6.95,50133.00,831211.54,257.06,1589250.00,421330.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,25350.00,8.05,18.35,8.05,12.30,12.35,12.30,13476.00,222172.29,121.50,336180.00,219310.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,23300.00,1368.00,1368.00,1277.25,1286.15,1286.15,1320.82,8.00,128.03,6.87,715.00,520.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,23400.00,1250.00,1264.00,1217.50,1217.50,1217.50,1224.55,7.00,112.09,5.62,520.00,455.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,23750.00,880.00,900.00,856.20,856.20,856.20,900.36,6.00,96.05,3.42,520.00,195.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,26200.00,1.30,1.30,0.95,1.00,1.00,1.00,13243.00,225537.34,9.05,429065.00,209625.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,25900.00,2.50,2.85,1.80,2.00,1.90,2.00,13226.00,222678.06,18.35,434655.00,356395.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,26100.00,1.50,1.55,1.05,1.10,1.10,1.10,16857.00,285992.55,13.54,700050.00,469560.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,27200.00,0.80,0.95,0.70,0.70,0.70,0.70,162.00,2864.24,0.08,16640.00,4225.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,25000.00,61.05,75.00,50.25,55.45,55.30,55.45,88824.00,1446790.72,3400.72,2881840.00,1031875.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,24200.00,489.30,527.65,440.00,481.50,490.00,481.50,1185.00,19010.67,370.62,95940.00,17875.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,26050.00,1.60,1.80,1.15,1.25,1.40,1.25,2840.00,48091.07,2.77,128700.00,89765.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,24000.00,672.95,701.55,610.00,660.25,662.25,660.25,1480.00,23714.02,626.02,111410.00,18265.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,26900.00,0.95,1.05,0.75,0.85,0.90,0.85,22.00,384.68,0.01,1170.00,-195.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,26950.00,-,-,-,0.70,0.70,0.18,-,-,-,390.00,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,24400.00,325.05,370.45,294.25,326.00,325.75,326.00,12162.00,195486.93,2597.61,424840.00,193830.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,23850.00,779.00,782.00,779.00,782.00,782.00,813.06,2.00,32.02,1.02,910.00,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,22600.00,-,-,-,1639.40,-,2012.13,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,25200.00,17.10,34.60,17.10,24.15,23.75,24.15,49698.00,814909.25,856.01,1086280.00,336700.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,22100.00,-,-,-,2100.90,-,2510.92,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,25100.00,36.25,51.50,32.70,36.45,37.80,36.45,32491.00,530929.32,838.65,912600.00,408395.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,22500.00,-,-,-,1729.30,-,2111.82,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,23200.00,1415.00,1415.00,1410.00,1410.00,1410.00,1418.11,4.00,63.99,3.67,260.00,260.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,22800.00,-,-,-,1464.30,-,1813.05,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,24250.00,448.60,479.95,403.50,441.05,444.80,441.05,345.00,5535.74,97.68,32045.00,65.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,25150.00,30.50,42.45,27.55,30.05,27.70,30.05,9778.00,160055.95,210.10,178685.00,106275.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,26800.00,0.80,0.80,0.65,0.70,0.75,0.70,309.00,5382.92,0.14,59735.00,325.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,22900.00,-,-,-,1379.35,-,1713.76,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,25250.00,21.00,27.90,16.20,19.15,19.30,19.15,9854.00,161869.42,140.65,186030.00,73320.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,24800.00,115.65,142.55,99.25,111.30,112.50,111.30,39148.00,634075.40,3009.64,816335.00,328510.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,23600.00,1056.00,1072.15,1000.00,1000.00,1000.00,1036.29,32.00,512.24,21.36,17225.00,1235.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,23650.00,950.00,950.00,950.00,950.00,950.00,990.39,2.00,31.98,1.24,520.00,130.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,24900.00,109.90,109.90,71.55,79.00,81.00,79.00,30322.00,492444.33,1682.76,882245.00,117780.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,26450.00,0.85,0.95,0.75,0.90,0.80,0.90,545.00,9370.21,0.30,23920.00,-2145.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,26700.00,0.80,0.85,0.70,0.75,0.75,0.75,113.00,1961.17,0.06,25740.00,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,26600.00,0.85,0.85,0.75,0.75,0.75,0.84,2.00,34.58,-,7345.00,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,24350.00,376.75,408.90,330.00,362.25,363.35,362.25,1270.00,20400.69,299.76,28860.00,6370.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,CE,25400.00,13.20,14.85,8.90,9.70,9.75,9.70,55493.00,916584.34,394.91,1930435.00,1100385.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,23150.00,-,-,-,1351.75,1351.75,1506.24,-,-,-,780.00,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,22750.00,-,-,-,1318.80,1318.80,1893.23,-,-,-,1300.00,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,25400.00,33.30,36.60,25.60,27.70,28.10,27.70,16547.00,273512.92,321.95,628030.00,4355.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,24250.00,518.05,543.10,467.55,501.55,497.35,501.55,139.00,2236.30,45.31,91195.00,-1365.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,22550.00,-,-,-,1773.25,1773.25,2090.21,-,-,-,130.00,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,25550.00,-,-,-,362.90,-,81.01,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,23550.00,1159.35,1159.35,1159.35,1159.35,1159.35,1138.19,1.00,16.06,0.75,6175.00,-65.00,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,24300.00,545.00,565.00,494.05,494.05,494.05,635.54,43.00,694.16,14.97,8515.00,-65.00,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,23200.00,-,-,-,1298.35,-,1503.97,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,23700.00,-,-,-,590.00,590.00,1070.22,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,23600.00,-,-,-,585.55,585.55,1152.72,-,-,-,65.00,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,22950.00,-,-,-,1501.80,-,1736.53,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,23550.00,-,-,-,1035.90,-,1194.86,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,25950.00,-,-,-,97.35,-,67.49,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,22050.00,-,-,-,2313.35,-,2613.44,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,25800.00,21.20,22.35,17.85,18.60,19.15,18.60,237.00,3977.46,2.97,9945.00,7540.00,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,26300.00,-,-,-,60.45,-,35.30,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,26450.00,-,-,-,48.80,-,26.23,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,22550.00,-,-,-,1849.95,-,2121.29,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,24900.00,188.60,210.55,170.00,182.30,183.45,182.30,264.00,4304.32,31.48,15730.00,5915.00,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,26000.00,15.00,15.00,10.00,12.80,12.85,12.80,1098.00,18565.51,9.31,66820.00,32240.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,24800.00,180.00,201.50,151.50,166.95,169.05,166.95,27527.00,446833.39,3098.15,2247245.00,44395.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,25700.00,13.00,14.45,9.85,10.75,10.75,10.75,6496.00,108566.92,51.24,457990.00,92625.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,26400.00,3.80,3.90,2.20,2.75,2.20,2.75,2261.00,38803.51,4.75,51285.00,42575.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,24500.00,345.00,371.00,299.00,326.85,329.35,326.85,54590.00,880988.19,11642.44,4425655.00,262340.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,21400.00,-,-,-,2616.30,2616.30,3234.42,-,-,-,130.00,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,21250.00,-,-,-,3030.30,-,3383.96,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,23800.00,905.00,935.05,841.05,889.75,886.00,889.75,291.00,4668.52,166.75,516880.00,-2535.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,22000.00,2680.60,2681.00,2597.00,2648.45,2659.45,2648.45,77.00,1233.44,132.34,665275.00,195.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,24350.00,427.40,473.80,398.00,427.40,438.90,427.40,250.00,4025.60,68.72,122850.00,2080.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,23950.00,818.85,818.85,712.15,753.00,753.00,753.00,24.00,385.29,11.67,29705.00,-130.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,27000.00,1.85,1.90,1.00,1.20,1.00,1.20,1332.00,23377.89,1.29,117325.00,8580.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,22850.00,-,-,-,1725.00,1725.00,1795.40,-,-,-,650.00,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,26800.00,2.00,2.30,1.15,1.50,1.15,1.50,1233.00,21480.40,1.54,28600.00,25220.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,23100.00,-,-,-,1630.00,1630.00,1553.85,-,-,-,5200.00,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,22250.00,-,-,-,1585.40,1585.40,2387.69,-,-,-,65.00,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,21350.00,-,-,-,2938.85,-,3284.26,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,25450.00,27.60,30.95,22.50,23.75,24.45,23.75,1639.00,27140.60,27.44,89505.00,22490.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,21850.00,-,-,-,2494.10,-,2785.88,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,26200.00,4.10,5.25,3.10,3.55,3.10,3.55,3450.00,58763.04,9.54,125125.00,8905.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,24050.00,680.40,718.35,629.40,663.80,663.55,663.80,49.00,787.60,21.61,34385.00,-65.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,24200.00,545.00,592.85,502.90,545.60,545.10,545.60,1889.00,30377.66,663.69,1122225.00,-13325.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,25750.00,11.65,12.75,8.85,9.40,10.30,9.40,2116.00,35431.00,14.45,75140.00,37635.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,26100.00,5.75,6.45,3.70,4.25,3.75,4.25,3353.00,56894.40,10.76,85670.00,2015.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,22400.00,-,-,-,2327.75,2327.75,2238.74,-,-,-,2145.00,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,23200.00,1435.55,1439.45,1420.40,1420.40,1420.40,1458.90,7.00,112.06,6.50,27365.00,65.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,22050.00,-,-,-,2323.10,-,2586.66,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,26750.00,3.05,3.05,1.35,1.70,1.35,1.70,135.00,2347.49,0.18,4745.00,2470.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,22300.00,-,-,-,2020.00,2020.00,2338.00,-,-,-,1820.00,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,23600.00,1108.45,1113.65,1022.50,1073.30,1071.35,1073.30,82.00,1314.71,56.83,216840.00,455.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,26450.00,2.65,3.70,1.60,2.55,3.00,2.55,308.00,5295.89,0.60,1950.00,1235.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,21600.00,-,-,-,2713.65,-,3035.04,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,22650.00,-,-,-,1653.90,1653.90,1991.53,-,-,-,780.00,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,22200.00,-,-,-,1900.00,1900.00,2437.40,-,-,-,390.00,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,26300.00,4.20,4.40,2.75,3.15,3.10,3.15,3586.00,61311.32,8.65,776425.00,38545.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,25900.00,7.80,8.85,6.00,6.35,6.25,6.35,3563.00,59999.68,16.57,167375.00,30290.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,22450.00,-,-,-,2199.25,2199.25,2189.18,-,-,-,65.00,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,21300.00,-,-,-,2725.00,2725.00,3334.11,-,-,-,3835.00,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,26600.00,3.30,3.30,1.20,1.90,1.35,1.90,1646.00,28461.96,2.62,43485.00,41535.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,27150.00,1.90,1.90,1.00,1.20,1.00,1.20,227.00,4006.18,0.20,18460.00,5590.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,22350.00,-,-,-,1794.90,1794.90,2288.35,-,-,-,130.00,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,24600.00,276.00,308.50,243.00,267.15,268.00,267.15,54570.00,882204.89,9630.59,1724125.00,-132990.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,26500.00,3.00,3.25,1.70,2.25,1.85,2.25,5946.00,102430.26,10.41,148005.00,25025.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,23450.00,-,-,-,1271.65,1271.65,1227.60,-,-,-,2210.00,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,23500.00,-,-,-,1140.80,1140.80,1237.56,-,-,-,325.00,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,27200.00,3.55,3.55,3.00,3.00,3.00,4.99,8.00,141.46,0.02,1950.00,130.00,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,24350.00,471.40,478.75,471.25,478.75,478.75,604.71,5.00,80.67,1.53,325.00,195.00,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,25350.00,-,-,-,203.15,-,177.08,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,26800.00,4.00,4.40,4.00,4.40,4.40,12.53,3.00,52.27,0.01,975.00,195.00,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,26400.00,-,-,-,52.45,-,29.00,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,23400.00,-,-,-,1145.00,-,1324.53,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,25400.00,-,-,-,86.45,86.45,165.62,-,-,-,65.00,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,22200.00,-,-,-,2171.80,-,2465.06,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,24600.00,352.65,365.90,308.60,330.85,328.65,330.85,656.00,10630.80,141.36,38155.00,12610.00,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,26200.00,-,-,-,69.55,-,42.76,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,22000.00,-,-,-,2360.90,-,2662.99,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,26650.00,5.00,5.85,5.00,5.85,5.85,17.33,4.00,69.30,0.01,1560.00,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,23050.00,-,-,-,1418.95,-,1642.57,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,27050.00,-,-,-,2.70,2.70,7.11,-,-,-,325.00,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,24650.00,324.30,343.45,291.95,304.90,304.35,304.90,112.00,1817.12,22.60,4615.00,2860.00,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,23650.00,-,-,-,966.45,-,1111.17,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,25650.00,67.80,67.80,26.15,28.50,26.15,28.50,38.00,634.62,1.06,455.00,65.00,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,23850.00,-,-,-,630.00,630.00,951.32,-,-,-,65.00,-,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,27150.00,2.80,2.80,2.80,2.80,2.80,5.62,2.00,35.30,-,390.00,130.00,24570.65
NIFTY,07-Aug-2026,01-Sep-2026,CE,24550.00,414.00,414.00,339.00,355.70,353.45,355.70,128.00,2072.73,30.17,4160.00,1625.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,27200.00,1.70,2.00,1.05,1.25,1.05,1.25,331.00,5852.45,0.37,42380.00,6695.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,21900.00,-,-,-,2725.00,2725.00,2736.06,-,-,-,455.00,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,21550.00,-,-,-,2758.30,-,3084.88,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,25800.00,9.65,11.15,7.60,8.10,8.15,8.10,6010.00,100824.49,36.79,390715.00,65390.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,24950.00,118.15,138.70,103.00,113.20,114.50,113.20,3562.00,58050.20,283.46,228670.00,78325.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,23650.00,1060.00,1060.00,995.00,995.00,995.00,1050.97,3.00,48.13,2.01,8060.00,-130.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,21450.00,-,-,-,2848.15,-,3184.57,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,25000.00,105.00,122.50,90.15,99.15,100.40,99.15,64990.00,1060445.16,4357.66,5599620.00,545545.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,26000.00,6.00,7.30,5.00,5.35,5.15,5.35,20815.00,351857.98,84.48,3423420.00,2730.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,26900.00,1.50,2.05,1.05,1.30,1.05,1.30,902.00,15772.50,1.03,27625.00,26715.00,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,23850.00,870.00,879.10,814.10,840.35,840.35,840.35,18.00,288.81,9.77,19370.00,-,24570.65
NIFTY,07-Aug-2026,25-Aug-2026,CE,24000.00,725.00,760.00,666.60,710.60,704.95,710.60,8670.00,139286.10,4034.10,5588635.00,-89440.00,24570.65
